epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
103,2837.53,6.24353,6.41225,4.71894,0.00306,2.54343,0.5576,0.57772,0.51987,0.16217,0.45446,0.51425,0.3966,0.11143,4.544,4.78754,2.95695,0.00313,0,2.39766e-05,2.39766e-05,2.39766e-05
104,2865.85,6.583,7.06827,4.69151,0.00332,3.27038,0.56303,0.57383,0.51747,0.16037,0.44589,0.51544,0.38983,0.11039,4.5336,4.79009,2.95918,0.00312,0,2.31071e-05,2.31071e-05,2.31071e-05
105,2893.75,5.80476,6.14944,4.44657,0.00299,2.79021,0.54056,0.57772,0.50697,0.15643,0.42818,0.49759,0.37543,0.10356,4.51001,4.77664,2.99902,0.0031,0,2.22497e-05,2.22497e-05,2.22497e-05
106,2920.58,4.03894,4.14104,3.08589,0.00254,1.64309,0.54704,0.58031,0.51188,0.15852,0.43296,0.49155,0.37307,0.10394,4.50126,4.78832,3.00322,0.00308,0,2.14046e-05,2.14046e-05,2.14046e-05
107,2948.63,4.73323,5.16033,3.90875,0.00277,1.73132,0.54251,0.57987,0.50956,0.15923,0.43898,0.49741,0.38343,0.10675,4.49495,4.79626,2.9889,0.00308,0,2.05723e-05,2.05723e-05,2.05723e-05
108,2976.59,5.64183,5.61896,3.84759,0.00307,2.3432,0.55171,0.56801,0.51124,0.16089,0.45318,0.51152,0.39285,0.11265,4.54911,4.78732,2.90426,0.00314,0,1.97532e-05,1.97532e-05,1.97532e-05
109,3004.73,4.65592,4.65203,3.33122,0.00232,2.23515,0.55663,0.56801,0.51735,0.16319,0.45366,0.51813,0.39792,0.11421,4.52317,4.77841,2.89643,0.00313,0,1.89475e-05,1.89475e-05,1.89475e-05
110,3033.03,6.31598,6.498,4.73362,0.00294,2.40337,0.55847,0.58082,0.52037,0.16453,0.46638,0.51554,0.41337,0.11807,4.52888,4.77466,2.88704,0.00312,0,1.81557e-05,1.81557e-05,1.81557e-05
111,3059.61,4.28415,4.49498,3.24257,0.00235,2.01189,0.56101,0.58186,0.5299,0.16766,0.47915,0.51425,0.42352,0.12201,4.49296,4.76031,2.90432,0.00309,0,1.7378e-05,1.7378e-05,1.7378e-05
112,3089.34,4.68118,4.69271,3.16916,0.00218,2.00943,0.56886,0.57448,0.52867,0.17026,0.48828,0.50842,0.42622,0.1226,4.49433,4.76314,2.87768,0.0031,0,1.66149e-05,1.66149e-05,1.66149e-05
113,3120.03,5.33534,5.32111,3.80576,0.00258,2.11615,0.55827,0.57837,0.52792,0.16897,0.46468,0.49362,0.40717,0.11665,4.53671,4.81047,2.88857,0.00312,0,1.58667e-05,1.58667e-05,1.58667e-05
114,3148.41,5.27987,5.44089,3.97999,0.00296,2.20991,0.56282,0.57124,0.52627,0.1673,0.46831,0.48187,0.40287,0.11556,4.5351,4.7998,2.90291,0.00311,0,1.51336e-05,1.51336e-05,1.51336e-05
115,3178.1,4.89622,5.024,3.45945,0.00257,2.12266,0.56192,0.57655,0.52881,0.16819,0.47454,0.5,0.40656,0.11554,4.52467,4.76175,2.8752,0.00311,0,1.44161e-05,1.44161e-05,1.44161e-05
116,3206.14,3.42095,3.55899,2.57351,0.00164,1.04966,0.56588,0.58808,0.53324,0.16646,0.46874,0.51101,0.40464,0.1125,4.52856,4.74424,2.86404,0.00312,0,1.37143e-05,1.37143e-05,1.37143e-05
117,3235.63,5.02128,5.94302,3.67635,0.00274,2.19166,0.5705,0.5936,0.5315,0.16526,0.45516,0.51813,0.39335,0.10903,4.53941,4.73999,2.86612,0.00311,0,1.30287e-05,1.30287e-05,1.30287e-05
118,3263.31,4.68734,5.22318,3.80236,0.00327,2.0023,0.56078,0.59521,0.52632,0.16336,0.44165,0.51691,0.38761,0.10921,4.54629,4.78469,2.85702,0.00313,0,1.23596e-05,1.23596e-05,1.23596e-05
119,3291.54,4.09673,4.14316,2.97408,0.00272,1.35882,0.56234,0.59585,0.52859,0.16319,0.44735,0.52479,0.39368,0.11146,4.52525,4.8036,2.86282,0.00311,0,1.17072e-05,1.17072e-05,1.17072e-05
120,3320.31,5.50398,5.90133,4.04569,0.00297,2.26142,0.56019,0.59148,0.52215,0.16389,0.45605,0.52456,0.39999,0.11436,4.5399,4.80695,2.83458,0.00312,0,1.10718e-05,1.10718e-05,1.10718e-05
121,3347.37,4.91892,5.25847,3.81403,0.00289,1.92977,0.56046,0.59391,0.52737,0.166,0.46578,0.53174,0.40951,0.11575,4.50952,4.79665,2.84344,0.0031,0,1.04537e-05,1.04537e-05,1.04537e-05
122,3375.83,5.35499,5.64771,4.24252,0.00334,2.42074,0.56777,0.58958,0.53085,0.16728,0.48093,0.52461,0.41639,0.11902,4.50131,4.76949,2.82959,0.00309,0,9.85311e-06,9.85311e-06,9.85311e-06
123,3403.45,4.23274,4.60918,2.93393,0.00211,1.38591,0.57192,0.59003,0.53632,0.1685,0.47749,0.51684,0.4135,0.11632,4.50319,4.77819,2.81865,0.00309,0,9.2704e-06,9.2704e-06,9.2704e-06
124,3430.64,5.98892,6.72794,3.84934,0.00288,2.60658,0.55744,0.58808,0.52802,0.16706,0.45866,0.51088,0.39901,0.11165,4.50189,4.79232,2.82527,0.00309,0,8.70577e-06,8.70577e-06,8.70577e-06
125,3456.97,5.2683,5.79389,3.85924,0.0028,2.20695,0.56027,0.58225,0.52572,0.16711,0.44285,0.50972,0.38915,0.1092,4.52742,4.78316,2.83208,0.00311,0,8.15947e-06,8.15947e-06,8.15947e-06
126,3485.2,5.18323,5.36032,3.89705,0.00299,1.7302,0.55604,0.58,0.52466,0.16597,0.44423,0.50785,0.38615,0.10832,4.52916,4.77264,2.83243,0.0031,0,7.63174e-06,7.63174e-06,7.63174e-06
127,3512.39,4.35491,4.36558,3.47781,0.00238,1.37287,0.56443,0.59067,0.53155,0.16724,0.45105,0.5136,0.39311,0.11063,4.51699,4.7634,2.83563,0.00309,0,7.12282e-06,7.12282e-06,7.12282e-06
128,3540.77,4.792,4.76691,3.64352,0.00257,1.7807,0.57007,0.59132,0.53397,0.16818,0.46115,0.50777,0.3996,0.11303,4.49914,4.74972,2.82421,0.00309,0,6.63292e-06,6.63292e-06,6.63292e-06
129,3568.94,5.89299,6.21908,3.94981,0.00326,2.10757,0.56358,0.58715,0.53148,0.16881,0.4611,0.51036,0.40377,0.1136,4.49716,4.74188,2.82357,0.00308,0,6.16227e-06,6.16227e-06,6.16227e-06
130,3596.38,5.93795,5.95528,4.33433,0.00355,2.19785,0.57169,0.5829,0.53466,0.16852,0.46475,0.5067,0.40105,0.11367,4.52361,4.76648,2.81871,0.0031,0,5.71106e-06,5.71106e-06,5.71106e-06
131,3623.53,6.15257,6.24468,4.56589,0.00323,2.44977,0.56367,0.57982,0.53012,0.16723,0.45085,0.51813,0.39336,0.11227,4.53103,4.75987,2.82026,0.00311,0,5.2795e-06,5.2795e-06,5.2795e-06
132,3651.06,4.99925,4.89068,4.13124,0.00249,2.27482,0.56925,0.5842,0.53575,0.16811,0.46819,0.5223,0.40771,0.11406,4.50549,4.76283,2.82361,0.00309,0,4.86777e-06,4.86777e-06,4.86777e-06
133,3678.88,5.31347,5.72488,3.83298,0.00269,2.6444,0.56358,0.59262,0.53311,0.16765,0.47667,0.52137,0.41526,0.11592,4.51103,4.75462,2.81747,0.00308,0,4.47606e-06,4.47606e-06,4.47606e-06
134,3709.44,5.49734,6.21047,3.86756,0.00308,1.90918,0.57213,0.59067,0.53678,0.16898,0.4782,0.52267,0.41666,0.11756,4.48238,4.73176,2.81708,0.00307,0,4.10454e-06,4.10454e-06,4.10454e-06
135,3737.84,5.20563,5.27198,4.14982,0.00269,2.30683,0.57755,0.58549,0.53736,0.168,0.47117,0.52008,0.41055,0.11563,4.50779,4.75544,2.8159,0.00309,0,3.75337e-06,3.75337e-06,3.75337e-06
136,3764.98,6.19681,6.6681,4.01578,0.00289,2.10399,0.57091,0.59028,0.53838,0.1678,0.47166,0.51425,0.4068,0.11457,4.50438,4.75981,2.8185,0.00309,0,3.4227e-06,3.4227e-06,3.4227e-06
137,3795.02,5.78559,6.5766,4.15162,0.00265,2.06743,0.56194,0.58938,0.53227,0.16795,0.46461,0.51484,0.40458,0.11415,4.50348,4.73958,2.82449,0.00308,0,3.11268e-06,3.11268e-06,3.11268e-06
138,3823.87,5.15982,5.60703,3.92385,0.00258,1.97537,0.57346,0.5842,0.53716,0.16804,0.46142,0.51619,0.40252,0.11402,4.50285,4.7439,2.8286,0.00309,0,2.82345e-06,2.82345e-06,2.82345e-06
139,3850.75,3.66477,3.93083,3.0639,0.00232,1.38505,0.5773,0.58614,0.53771,0.16822,0.46354,0.51101,0.39963,0.11297,4.50454,4.74545,2.81794,0.00309,0,2.55513e-06,2.55513e-06,2.55513e-06
140,3877.7,4.86766,4.85127,3.13205,0.00205,1.78918,0.57237,0.58341,0.53407,0.16775,0.46624,0.50463,0.40386,0.11325,4.48456,4.74836,2.84395,0.00308,0,2.30784e-06,2.30784e-06,2.30784e-06
141,3905.6,3.25445,3.22926,2.19255,0.00171,0.75161,0.56512,0.59391,0.53052,0.16856,0.46108,0.5,0.39752,0.114,4.49222,4.74799,2.83595,0.00306,0,2.08169e-06,2.08169e-06,2.08169e-06
142,3930.85,3.13719,3.27301,2.09013,0.00178,0.81916,0.56389,0.59709,0.53321,0.16874,0.4566,0.4987,0.3946,0.11211,4.49232,4.73476,2.83019,0.00307,0,1.87678e-06,1.87678e-06,1.87678e-06
143,3959.19,2.6922,3.23448,2.1653,0.00161,0.73665,0.56991,0.59391,0.531,0.1688,0.45924,0.50389,0.39443,0.11299,4.45783,4.73837,2.87423,0.00302,0,1.6932e-06,1.6932e-06,1.6932e-06
144,3985.53,3.29347,3.88128,2.28696,0.00178,0.91867,0.57421,0.59326,0.5315,0.16878,0.46447,0.50106,0.39999,0.11299,4.45274,4.7331,2.87214,0.00301,0,1.53102e-06,1.53102e-06,1.53102e-06
145,4015,3.62846,4.13866,2.60911,0.00219,1.09942,0.57081,0.59715,0.53342,0.16807,0.46688,0.5031,0.40181,0.11427,4.44902,4.70436,2.88197,0.00302,0,1.39032e-06,1.39032e-06,1.39032e-06
146,4042.62,1.97725,2.14387,1.63287,0.00149,0.51317,0.57604,0.57837,0.53453,0.16935,0.47454,0.50945,0.40863,0.11645,4.42757,4.70242,2.87987,0.003,0,1.27117e-06,1.27117e-06,1.27117e-06
147,4067.81,3.94871,3.68449,2.62094,0.00201,1.25886,0.57335,0.58161,0.53416,0.16878,0.47238,0.50621,0.40804,0.11682,4.43426,4.71538,2.86337,0.00301,0,1.1736e-06,1.1736e-06,1.1736e-06
148,4094.74,3.71072,4.08529,2.50896,0.00212,0.97304,0.57308,0.58873,0.53413,0.16827,0.47409,0.50324,0.41,0.11682,4.47163,4.71309,2.82324,0.00305,0,1.09768e-06,1.09768e-06,1.09768e-06
149,4121.76,2.85866,3.45242,1.88822,0.00127,0.96173,0.57586,0.58938,0.5313,0.16813,0.47561,0.50929,0.41243,0.11703,4.46239,4.70922,2.8195,0.00306,0,1.04342e-06,1.04342e-06,1.04342e-06
150,4147.44,3.7922,4.18658,2.98502,0.0024,1.43637,0.57146,0.58873,0.53128,0.16881,0.46836,0.51425,0.41297,0.11867,4.46048,4.71097,2.82316,0.00305,0,1.01086e-06,1.01086e-06,1.01086e-06
