epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,3410.55,3.41764,3.63838,2.26232,0.00257,1.36979,0.61268,0.61399,0.57557,0.18705,0.47393,0.53044,0.39755,0.11452,3.23798,3.47998,1.73545,0.00233,0,0.000123596,0.000123596,0.000123596
119,3437.63,3.00423,3.09329,1.93417,0.00214,1.09007,0.61001,0.6129,0.56594,0.18716,0.47331,0.52616,0.40067,0.11623,3.22105,3.50376,1.75626,0.00233,0,0.000117072,0.000117072,0.000117072
120,3466.15,3.95538,4.14336,2.32165,0.00222,1.55206,0.61157,0.61388,0.57136,0.18721,0.47723,0.5272,0.40466,0.1171,3.22394,3.50921,1.73383,0.00233,0,0.000110718,0.000110718,0.000110718
121,3497.3,3.68387,3.91052,2.17974,0.00236,1.3609,0.6219,0.62106,0.581,0.18992,0.47749,0.52795,0.40877,0.11718,3.22462,3.52699,1.71042,0.00234,0,0.000104537,0.000104537,0.000104537
122,3526.78,4.00593,3.99577,2.38748,0.00283,1.48883,0.63101,0.63342,0.59216,0.18987,0.47819,0.52655,0.41027,0.11425,3.2243,3.51118,1.74046,0.00233,0,9.85311e-05,9.85311e-05,9.85311e-05
123,3556.14,3.0976,3.55063,1.74015,0.00161,1.07373,0.61634,0.63407,0.58035,0.1871,0.45614,0.51714,0.3933,0.10965,3.23617,3.52047,1.73677,0.00233,0,9.2704e-05,9.2704e-05,9.2704e-05
124,3584.92,4.34317,5.12967,2.44028,0.00217,1.64933,0.61248,0.63795,0.58241,0.18928,0.45892,0.52202,0.39971,0.11075,3.2357,3.52386,1.69811,0.00233,0,8.70577e-05,8.70577e-05,8.70577e-05
125,3613.96,3.80063,4.20692,2.36597,0.00208,1.62769,0.63034,0.64119,0.60242,0.19708,0.47909,0.53671,0.42296,0.12032,3.22695,3.4984,1.66614,0.00233,0,8.15947e-05,8.15947e-05,8.15947e-05
126,3641.61,3.87393,3.8057,2.35374,0.00241,1.0633,0.63636,0.63536,0.61054,0.20088,0.4886,0.53692,0.43525,0.1265,3.21702,3.49759,1.65828,0.00233,0,7.63174e-05,7.63174e-05,7.63174e-05
127,3670.51,3.1216,3.0079,1.92492,0.00183,0.93332,0.63134,0.6263,0.61074,0.20368,0.49778,0.55181,0.45512,0.1352,3.20457,3.48071,1.65232,0.00233,0,7.12282e-05,7.12282e-05,7.12282e-05
128,3699.17,3.4196,3.62952,2.08411,0.00189,1.1936,0.62486,0.62306,0.60767,0.20383,0.49559,0.5421,0.44996,0.135,3.20499,3.50057,1.65501,0.00233,0,6.63292e-05,6.63292e-05,6.63292e-05
129,3728.53,4.24373,4.53624,2.38512,0.0025,1.60733,0.63253,0.61334,0.60606,0.20142,0.49169,0.52202,0.43158,0.12778,3.21472,3.51393,1.67098,0.00232,0,6.16227e-05,6.16227e-05,6.16227e-05
130,3756.57,4.0737,4.45961,2.59886,0.00253,1.46446,0.6276,0.61269,0.60015,0.19756,0.47713,0.51878,0.41863,0.12392,3.23013,3.50095,1.67329,0.00233,0,5.71106e-05,5.71106e-05,5.71106e-05
131,3785.12,4.61317,4.66443,2.67306,0.00261,1.70883,0.63816,0.62047,0.60945,0.19832,0.48528,0.52526,0.4288,0.1258,3.21672,3.49346,1.67552,0.00232,0,5.2795e-05,5.2795e-05,5.2795e-05
132,3814.47,3.61711,3.63218,2.40585,0.00197,1.59731,0.63816,0.6294,0.61437,0.20076,0.48967,0.5245,0.43566,0.12741,3.2129,3.47196,1.64429,0.00234,0,4.86777e-05,4.86777e-05,4.86777e-05
133,3841.98,3.78479,3.94806,2.24231,0.00195,1.64753,0.64265,0.63129,0.61895,0.2052,0.49661,0.53544,0.44697,0.13095,3.19825,3.4582,1.62851,0.00233,0,4.47606e-05,4.47606e-05,4.47606e-05
134,3871.66,3.98282,4.4784,2.15289,0.00239,1.12502,0.63678,0.63536,0.61931,0.20553,0.50725,0.54016,0.45563,0.13459,3.21019,3.4372,1.61284,0.00234,0,4.10454e-05,4.10454e-05,4.10454e-05
135,3900.68,3.53559,3.81702,2.43357,0.00201,1.17898,0.63954,0.64184,0.62562,0.20715,0.50099,0.53951,0.45129,0.13207,3.19923,3.4384,1.62175,0.00233,0,3.75337e-05,3.75337e-05,3.75337e-05
136,3929.43,4.39368,4.77716,2.23703,0.00221,1.54819,0.64307,0.63945,0.62525,0.208,0.50112,0.54339,0.45654,0.1327,3.1848,3.46365,1.63711,0.00231,0,3.4227e-05,3.4227e-05,3.4227e-05
137,3959.76,4.29811,5.78256,2.40917,0.00207,1.50411,0.64663,0.63407,0.62173,0.20744,0.48384,0.53886,0.4447,0.12806,3.18001,3.46489,1.6307,0.0023,0,3.11268e-05,3.11268e-05,3.11268e-05
138,3987.44,3.88218,3.99106,2.4072,0.00203,1.34356,0.64567,0.63259,0.62009,0.20582,0.48471,0.53247,0.43836,0.12681,3.17413,3.45832,1.65363,0.00228,0,2.82345e-05,2.82345e-05,2.82345e-05
139,4016.71,2.7549,2.75782,1.65145,0.00186,1.06093,0.64339,0.63472,0.61844,0.20607,0.49189,0.53433,0.44161,0.12823,3.17533,3.46443,1.65491,0.00228,0,2.55513e-05,2.55513e-05,2.55513e-05
140,4045.6,3.44632,3.63448,1.77842,0.00153,1.44898,0.64646,0.63083,0.6225,0.20811,0.49487,0.53627,0.44789,0.13132,3.18004,3.47416,1.64396,0.00229,0,2.30784e-05,2.30784e-05,2.30784e-05
141,4075.27,2.29855,2.3862,1.24005,0.00127,0.53148,0.63937,0.63342,0.62149,0.20977,0.49621,0.53238,0.45202,0.13469,3.16895,3.47978,1.63641,0.00229,0,2.08169e-05,2.08169e-05,2.08169e-05
142,4102.69,2.31048,2.44639,1.24342,0.00138,0.54963,0.64422,0.625,0.62129,0.21185,0.50733,0.53354,0.46347,0.13764,3.17119,3.47554,1.62638,0.0023,0,1.87678e-05,1.87678e-05,1.87678e-05
143,4131.97,1.99713,2.36624,1.16553,0.00127,0.45239,0.63783,0.63083,0.62075,0.21182,0.52393,0.53756,0.47518,0.14166,3.16997,3.46057,1.62286,0.0023,0,1.6932e-05,1.6932e-05,1.6932e-05
144,4160.88,2.23987,2.72357,1.3363,0.00124,0.60306,0.64577,0.62435,0.62036,0.21346,0.53341,0.54052,0.48428,0.14461,3.16445,3.45074,1.62051,0.0023,0,1.53102e-05,1.53102e-05,1.53102e-05
145,4187.8,2.50301,2.90578,1.41698,0.00156,0.7471,0.63948,0.62953,0.61714,0.2122,0.5373,0.54376,0.48813,0.14561,3.17441,3.44281,1.6058,0.00232,0,1.39032e-05,1.39032e-05,1.39032e-05
146,4216.17,1.45098,1.60108,0.89172,0.00123,0.33496,0.64507,0.62953,0.61942,0.21243,0.53899,0.5452,0.48641,0.14575,3.17608,3.44722,1.6166,0.00231,0,1.27117e-05,1.27117e-05,1.27117e-05
147,4243.86,2.85727,3.00021,1.52482,0.00155,0.85926,0.64023,0.63212,0.6199,0.21374,0.53512,0.5487,0.48975,0.14682,3.17954,3.4255,1.59566,0.00232,0,1.1736e-05,1.1736e-05,1.1736e-05
148,4271.22,2.71432,3.00165,1.43558,0.00164,0.78895,0.64026,0.63148,0.62011,0.21285,0.53549,0.54987,0.48737,0.14442,3.17397,3.43036,1.59843,0.00231,0,1.09768e-05,1.09768e-05,1.09768e-05
149,4298.7,2.10835,2.56082,1.08609,0.00101,0.62553,0.64401,0.63601,0.62135,0.21308,0.5286,0.54922,0.48241,0.14282,3.17184,3.44637,1.59625,0.00232,0,1.04342e-05,1.04342e-05,1.04342e-05
150,4324.88,2.86895,3.17648,1.6379,0.002,0.95821,0.64245,0.63795,0.62063,0.21196,0.5272,0.54469,0.47768,0.14091,3.17449,3.44407,1.59964,0.00232,0,1.01086e-05,1.01086e-05,1.01086e-05
