
--- INICIO MONITOREO V27.3 MICRO 2026-05-14 09:25:40.329692 ---
09:51:15 | Sys:100.97G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 70, 3846 | 3, 71, 7924 | 4, 76, 7672 | 5, 64, 7714 | 6, 74, 7406 | 7, 71, 7342 |
09:51:30 | Sys:100.80G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 73, 7494 |
09:51:45 | Sys:100.96G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 66, 7714 | 6, 76, 7406 | 7, 72, 7494 |
09:52:01 | Sys:100.88G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 78, 7406 | 7, 73, 7494 |
09:52:17 | Sys:100.91G | Proc:0.89G | GPU:0, 20, 8 | 1, 22, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 73, 7494 |
09:52:32 | Sys:101.01G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 64, 7714 | 6, 75, 7406 | 7, 71, 7494 |
09:52:48 | Sys:101.01G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 77, 7406 | 7, 72, 7494 |
09:53:03 | Sys:101.09G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 74, 7924 | 4, 78, 7672 | 5, 66, 7714 | 6, 77, 7406 | 7, 73, 7494 |
09:53:19 | Sys:100.79G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
09:53:34 | Sys:100.91G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 73, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 73, 7494 |
09:53:50 | Sys:100.93G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 76, 7406 | 7, 73, 7494 |
09:54:06 | Sys:100.88G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 66, 7714 | 6, 76, 7406 | 7, 73, 7494 |
09:54:21 | Sys:100.98G | Proc:0.89G | GPU:0, 20, 8 | 1, 22, 8 | 2, 71, 3846 | 3, 73, 7924 | 4, 76, 7672 | 5, 64, 7714 | 6, 75, 7406 | 7, 71, 7494 |
09:54:37 | Sys:101.04G | Proc:0.89G | GPU:0, 20, 8 | 1, 22, 8 | 2, 72, 3846 | 3, 71, 7924 | 4, 76, 7672 | 5, 64, 7714 | 6, 75, 7406 | 7, 72, 7494 |
09:54:52 | Sys:101.18G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 64, 7714 | 6, 74, 7406 | 7, 70, 7494 |
09:55:07 | Sys:102.97G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 64, 7714 | 6, 75, 7406 | 7, 71, 7494 |
09:55:23 | Sys:102.12G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 69, 3846 | 3, 70, 7924 | 4, 74, 7672 | 5, 63, 7714 | 6, 73, 7406 | 7, 70, 7494 |
09:55:38 | Sys:102.48G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 65, 7714 | 6, 75, 7406 | 7, 72, 7494 |
09:55:54 | Sys:102.18G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 65, 7714 | 6, 74, 7406 | 7, 71, 7494 |
09:56:09 | Sys:102.57G | Proc:0.89G | GPU:0, 20, 8 | 1, 22, 8 | 2, 71, 3846 | 3, 72, 7924 | 4, 75, 7672 | 5, 65, 7714 | 6, 75, 7406 | 7, 72, 7494 |
09:56:25 | Sys:102.58G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 70, 3846 | 3, 70, 7924 | 4, 75, 7672 | 5, 64, 7714 | 6, 74, 7406 | 7, 70, 7494 |
09:56:40 | Sys:102.57G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 66, 7714 | 6, 76, 7406 | 7, 72, 7494 |
09:56:56 | Sys:102.76G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 66, 7714 | 6, 75, 7406 | 7, 72, 7494 |
09:57:12 | Sys:103.04G | Proc:0.89G | GPU:0, 20, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 75, 7406 | 7, 72, 7494 |
09:57:27 | Sys:103.18G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
09:57:43 | Sys:103.31G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 76, 7672 | 5, 68, 7714 | 6, 75, 7406 | 7, 71, 7494 |
09:57:58 | Sys:103.47G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 72, 7924 | 4, 75, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 73, 7494 |
09:58:14 | Sys:103.90G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 65, 7714 | 6, 74, 7406 | 7, 71, 7494 |
09:58:29 | Sys:104.02G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 66, 7714 | 6, 75, 7406 | 7, 72, 7494 |
09:58:45 | Sys:104.28G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 75, 7672 | 5, 64, 7714 | 6, 74, 7406 | 7, 70, 7494 |
09:59:00 | Sys:104.36G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
09:59:16 | Sys:104.41G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 64, 7714 | 6, 74, 7406 | 7, 71, 7494 |
09:59:32 | Sys:104.62G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
09:59:48 | Sys:104.64G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 72, 3846 | 3, 73, 7924 | 4, 76, 7672 | 5, 66, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:00:03 | Sys:100.27G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 71, 3846 | 3, 71, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 75, 7406 | 7, 72, 7494 |
10:00:19 | Sys:100.40G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 66, 7714 | 6, 77, 7406 | 7, 73, 7494 |
10:00:35 | Sys:100.68G | Proc:0.89G | GPU:0, 21, 8 | 1, 23, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 77, 7406 | 7, 73, 7494 |
10:00:50 | Sys:100.73G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 76, 7672 | 5, 67, 7714 | 6, 77, 7406 | 7, 72, 7494 |
10:01:06 | Sys:100.80G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 74, 7924 | 4, 76, 7672 | 5, 67, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:01:22 | Sys:101.06G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 65, 7714 | 6, 77, 7406 | 7, 74, 7494 |
10:01:37 | Sys:101.01G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 77, 7406 | 7, 72, 7494 |
10:01:53 | Sys:100.85G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:02:09 | Sys:100.99G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 72, 3846 | 3, 73, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:02:24 | Sys:100.94G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 78, 7406 | 7, 74, 7494 |
10:02:40 | Sys:101.07G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 72, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:02:55 | Sys:100.92G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 78, 7406 | 7, 73, 7494 |
