
--- INICIO PIPELINE MOSCAS 2026-03-30 17:42:26.066087 ---
01:55:16 | RAM: 58.5GB | Proc: 1.0GB
01:55:18 | RAM: 58.5GB | Proc: 1.0GB
01:55:27 | RAM: 58.5GB | Proc: 1.0GB
01:55:28 | RAM: 58.4GB | Proc: 1.0GB
01:55:37 | RAM: 58.6GB | Proc: 1.0GB
01:55:39 | RAM: 58.4GB | Proc: 1.0GB
01:55:48 | RAM: 58.5GB | Proc: 1.0GB
01:55:49 | RAM: 58.4GB | Proc: 1.0GB
01:55:58 | RAM: 58.4GB | Proc: 1.0GB
01:56:00 | RAM: 58.4GB | Proc: 1.0GB
01:56:08 | RAM: 58.5GB | Proc: 1.0GB
01:56:10 | RAM: 58.4GB | Proc: 1.0GB
01:56:19 | RAM: 58.5GB | Proc: 1.0GB
01:56:21 | RAM: 58.5GB | Proc: 1.0GB
01:56:29 | RAM: 58.4GB | Proc: 1.0GB
01:56:31 | RAM: 58.4GB | Proc: 1.0GB
01:56:40 | RAM: 58.4GB | Proc: 1.0GB
01:56:42 | RAM: 58.4GB | Proc: 1.0GB
01:56:50 | RAM: 58.3GB | Proc: 1.0GB
01:56:52 | RAM: 58.3GB | Proc: 1.0GB
01:57:00 | RAM: 58.5GB | Proc: 1.0GB
01:57:02 | RAM: 58.6GB | Proc: 1.0GB
01:57:10 | RAM: 58.4GB | Proc: 1.0GB
01:57:13 | RAM: 58.5GB | Proc: 1.0GB
01:57:21 | RAM: 58.4GB | Proc: 1.0GB
01:57:23 | RAM: 58.4GB | Proc: 1.0GB
01:57:31 | RAM: 58.4GB | Proc: 1.0GB
01:57:34 | RAM: 58.4GB | Proc: 1.0GB
01:57:42 | RAM: 58.4GB | Proc: 1.0GB
01:57:44 | RAM: 58.4GB | Proc: 1.0GB
01:57:52 | RAM: 58.5GB | Proc: 1.0GB
01:57:54 | RAM: 58.5GB | Proc: 1.0GB
01:58:02 | RAM: 58.4GB | Proc: 1.0GB
01:58:05 | RAM: 58.4GB | Proc: 1.0GB
01:58:13 | RAM: 58.5GB | Proc: 1.0GB
01:58:15 | RAM: 58.5GB | Proc: 1.0GB
01:58:23 | RAM: 58.3GB | Proc: 1.0GB
01:58:25 | RAM: 58.3GB | Proc: 1.0GB
01:58:34 | RAM: 58.5GB | Proc: 1.0GB
01:58:35 | RAM: 58.4GB | Proc: 1.0GB
01:58:44 | RAM: 58.4GB | Proc: 1.0GB
01:58:46 | RAM: 58.6GB | Proc: 1.0GB
01:58:54 | RAM: 58.3GB | Proc: 1.0GB
01:58:56 | RAM: 58.4GB | Proc: 1.0GB
01:59:05 | RAM: 58.5GB | Proc: 1.0GB
01:59:06 | RAM: 58.5GB | Proc: 1.0GB
01:59:15 | RAM: 58.4GB | Proc: 1.0GB
01:59:17 | RAM: 58.5GB | Proc: 1.0GB
01:59:25 | RAM: 58.4GB | Proc: 1.0GB
01:59:27 | RAM: 58.4GB | Proc: 1.0GB
01:59:36 | RAM: 58.4GB | Proc: 1.0GB
01:59:38 | RAM: 58.5GB | Proc: 1.0GB
01:59:47 | RAM: 58.5GB | Proc: 1.0GB
01:59:48 | RAM: 58.5GB | Proc: 1.0GB
01:59:57 | RAM: 58.6GB | Proc: 1.0GB
01:59:59 | RAM: 58.5GB | Proc: 1.0GB
02:00:08 | RAM: 58.6GB | Proc: 1.0GB
02:00:09 | RAM: 58.5GB | Proc: 1.0GB
02:00:18 | RAM: 58.5GB | Proc: 1.0GB
02:00:19 | RAM: 58.5GB | Proc: 1.0GB
02:00:28 | RAM: 58.5GB | Proc: 1.0GB
02:00:30 | RAM: 58.5GB | Proc: 1.0GB
02:00:38 | RAM: 58.5GB | Proc: 1.0GB
02:00:40 | RAM: 58.5GB | Proc: 1.0GB
02:00:49 | RAM: 58.6GB | Proc: 1.0GB
02:00:50 | RAM: 58.5GB | Proc: 1.0GB
02:00:59 | RAM: 58.6GB | Proc: 1.0GB
02:01:01 | RAM: 58.5GB | Proc: 1.0GB
02:01:10 | RAM: 58.5GB | Proc: 1.0GB
02:01:11 | RAM: 58.5GB | Proc: 1.0GB
02:01:20 | RAM: 58.4GB | Proc: 1.0GB
02:01:21 | RAM: 58.5GB | Proc: 1.0GB
02:01:30 | RAM: 58.3GB | Proc: 1.0GB
02:01:32 | RAM: 58.4GB | Proc: 1.0GB
02:01:41 | RAM: 58.5GB | Proc: 1.0GB
02:01:42 | RAM: 58.4GB | Proc: 1.0GB
02:01:52 | RAM: 58.2GB | Proc: 1.0GB
02:01:53 | RAM: 58.3GB | Proc: 1.0GB
02:02:02 | RAM: 58.3GB | Proc: 1.0GB
02:02:03 | RAM: 58.3GB | Proc: 1.0GB
02:02:12 | RAM: 58.3GB | Proc: 1.0GB
02:02:14 | RAM: 58.3GB | Proc: 1.0GB
02:02:23 | RAM: 58.2GB | Proc: 1.0GB
02:02:24 | RAM: 58.2GB | Proc: 1.0GB
02:02:33 | RAM: 58.2GB | Proc: 1.0GB
02:02:34 | RAM: 58.2GB | Proc: 1.0GB
02:02:43 | RAM: 58.3GB | Proc: 1.0GB
02:02:45 | RAM: 58.1GB | Proc: 1.0GB
02:02:53 | RAM: 58.2GB | Proc: 1.0GB
02:02:55 | RAM: 58.2GB | Proc: 1.0GB
02:03:04 | RAM: 58.3GB | Proc: 1.0GB
02:03:05 | RAM: 58.3GB | Proc: 1.0GB
02:03:14 | RAM: 58.1GB | Proc: 1.0GB
02:03:16 | RAM: 58.1GB | Proc: 1.0GB
02:03:25 | RAM: 58.3GB | Proc: 1.0GB
02:03:26 | RAM: 58.2GB | Proc: 1.0GB
02:03:35 | RAM: 58.3GB | Proc: 1.0GB
02:03:36 | RAM: 58.4GB | Proc: 1.0GB
02:03:45 | RAM: 58.3GB | Proc: 1.0GB
02:03:47 | RAM: 58.3GB | Proc: 1.0GB
02:03:56 | RAM: 58.2GB | Proc: 1.0GB
02:03:57 | RAM: 58.3GB | Proc: 1.0GB
02:04:06 | RAM: 58.3GB | Proc: 1.0GB
02:04:08 | RAM: 58.3GB | Proc: 1.0GB
02:04:16 | RAM: 58.5GB | Proc: 1.0GB
02:04:18 | RAM: 58.5GB | Proc: 1.0GB
02:04:27 | RAM: 58.4GB | Proc: 1.0GB
02:04:29 | RAM: 58.4GB | Proc: 1.0GB
02:04:37 | RAM: 58.4GB | Proc: 1.0GB
02:04:40 | RAM: 58.4GB | Proc: 1.0GB
02:04:48 | RAM: 58.4GB | Proc: 1.0GB
02:04:50 | RAM: 58.4GB | Proc: 1.0GB
02:04:58 | RAM: 58.5GB | Proc: 1.0GB
02:05:01 | RAM: 58.4GB | Proc: 1.0GB
02:05:09 | RAM: 58.6GB | Proc: 1.0GB
02:05:12 | RAM: 58.5GB | Proc: 1.0GB
02:05:19 | RAM: 58.4GB | Proc: 1.0GB
02:05:23 | RAM: 58.4GB | Proc: 1.0GB
02:05:30 | RAM: 58.6GB | Proc: 1.0GB
02:05:33 | RAM: 58.6GB | Proc: 1.0GB
02:05:40 | RAM: 58.5GB | Proc: 1.0GB
02:05:44 | RAM: 58.5GB | Proc: 1.0GB
02:05:50 | RAM: 58.5GB | Proc: 1.0GB
02:05:54 | RAM: 58.4GB | Proc: 1.0GB
02:06:01 | RAM: 58.5GB | Proc: 1.0GB
02:06:04 | RAM: 58.4GB | Proc: 1.0GB
02:06:11 | RAM: 58.3GB | Proc: 1.0GB
02:06:15 | RAM: 58.2GB | Proc: 1.0GB
02:06:22 | RAM: 58.4GB | Proc: 1.0GB
02:06:25 | RAM: 58.4GB | Proc: 1.0GB
02:06:32 | RAM: 58.2GB | Proc: 1.0GB
02:06:36 | RAM: 58.3GB | Proc: 1.0GB
02:06:43 | RAM: 58.3GB | Proc: 1.0GB
02:06:46 | RAM: 58.3GB | Proc: 1.0GB
02:06:53 | RAM: 58.4GB | Proc: 1.0GB
02:06:56 | RAM: 58.3GB | Proc: 1.0GB
02:07:03 | RAM: 58.3GB | Proc: 1.0GB
02:07:07 | RAM: 58.3GB | Proc: 1.0GB
02:07:14 | RAM: 58.3GB | Proc: 1.0GB
02:07:17 | RAM: 58.3GB | Proc: 1.0GB
02:07:24 | RAM: 58.4GB | Proc: 1.0GB
02:07:28 | RAM: 58.4GB | Proc: 1.0GB
02:07:34 | RAM: 58.2GB | Proc: 1.0GB
02:07:38 | RAM: 58.2GB | Proc: 1.0GB
02:07:45 | RAM: 58.3GB | Proc: 1.0GB
02:07:49 | RAM: 58.3GB | Proc: 1.0GB
02:07:55 | RAM: 58.3GB | Proc: 1.0GB
02:07:59 | RAM: 58.3GB | Proc: 1.0GB
02:08:06 | RAM: 58.4GB | Proc: 1.0GB
02:08:09 | RAM: 58.3GB | Proc: 1.0GB
02:08:17 | RAM: 58.4GB | Proc: 1.0GB
02:08:20 | RAM: 58.3GB | Proc: 1.0GB
02:08:27 | RAM: 58.4GB | Proc: 1.0GB
02:08:30 | RAM: 58.4GB | Proc: 1.0GB
02:08:37 | RAM: 58.3GB | Proc: 1.0GB
02:08:41 | RAM: 58.5GB | Proc: 1.0GB
02:08:48 | RAM: 58.4GB | Proc: 1.0GB
02:08:51 | RAM: 58.3GB | Proc: 1.0GB
02:08:58 | RAM: 58.4GB | Proc: 1.0GB
02:09:02 | RAM: 58.2GB | Proc: 1.0GB
02:09:09 | RAM: 58.2GB | Proc: 1.0GB
02:09:12 | RAM: 58.4GB | Proc: 1.0GB
02:09:19 | RAM: 58.3GB | Proc: 1.0GB
02:09:23 | RAM: 58.3GB | Proc: 1.0GB
02:09:30 | RAM: 58.5GB | Proc: 1.0GB
02:09:33 | RAM: 58.3GB | Proc: 1.0GB
02:09:40 | RAM: 58.3GB | Proc: 1.0GB
02:09:43 | RAM: 58.3GB | Proc: 1.0GB
02:09:50 | RAM: 58.3GB | Proc: 1.0GB
02:09:54 | RAM: 58.5GB | Proc: 1.0GB
02:10:01 | RAM: 58.2GB | Proc: 1.0GB
02:10:05 | RAM: 58.4GB | Proc: 1.0GB
02:10:11 | RAM: 58.5GB | Proc: 1.0GB
02:10:15 | RAM: 58.4GB | Proc: 1.0GB
02:10:21 | RAM: 58.2GB | Proc: 1.0GB
02:10:26 | RAM: 58.3GB | Proc: 1.0GB
02:10:32 | RAM: 58.4GB | Proc: 1.0GB
02:10:36 | RAM: 58.3GB | Proc: 1.0GB
02:10:42 | RAM: 58.3GB | Proc: 1.0GB
02:10:47 | RAM: 58.3GB | Proc: 1.0GB
02:10:53 | RAM: 58.3GB | Proc: 1.0GB
02:10:57 | RAM: 58.3GB | Proc: 1.0GB
02:11:04 | RAM: 58.2GB | Proc: 1.0GB
02:11:07 | RAM: 58.5GB | Proc: 1.0GB
02:11:14 | RAM: 58.2GB | Proc: 1.0GB
02:11:18 | RAM: 58.3GB | Proc: 1.0GB
02:11:24 | RAM: 58.5GB | Proc: 1.0GB
02:11:28 | RAM: 58.3GB | Proc: 1.0GB
02:11:35 | RAM: 58.3GB | Proc: 1.0GB
02:11:39 | RAM: 58.4GB | Proc: 1.0GB
02:11:45 | RAM: 58.4GB | Proc: 1.0GB
02:11:49 | RAM: 58.3GB | Proc: 1.0GB
02:11:55 | RAM: 58.4GB | Proc: 1.0GB
02:11:59 | RAM: 58.4GB | Proc: 1.0GB
02:12:06 | RAM: 58.4GB | Proc: 1.0GB
02:12:10 | RAM: 58.5GB | Proc: 1.0GB
02:12:16 | RAM: 58.5GB | Proc: 1.0GB
02:12:20 | RAM: 58.3GB | Proc: 1.0GB
02:12:27 | RAM: 58.4GB | Proc: 1.0GB
02:12:30 | RAM: 58.5GB | Proc: 1.0GB
02:12:37 | RAM: 58.4GB | Proc: 1.0GB
02:12:41 | RAM: 58.3GB | Proc: 1.0GB
02:12:48 | RAM: 58.4GB | Proc: 1.0GB
02:12:51 | RAM: 58.4GB | Proc: 1.0GB
02:12:58 | RAM: 58.4GB | Proc: 1.0GB
02:13:02 | RAM: 58.5GB | Proc: 1.0GB
02:13:08 | RAM: 58.5GB | Proc: 1.0GB
02:13:12 | RAM: 58.3GB | Proc: 1.0GB
02:13:19 | RAM: 58.4GB | Proc: 1.0GB
02:13:22 | RAM: 58.4GB | Proc: 1.0GB
02:13:29 | RAM: 58.4GB | Proc: 1.0GB
02:13:33 | RAM: 58.3GB | Proc: 1.0GB
02:13:40 | RAM: 58.3GB | Proc: 1.0GB
02:13:43 | RAM: 58.5GB | Proc: 1.0GB
02:13:50 | RAM: 58.4GB | Proc: 1.0GB
02:13:54 | RAM: 58.3GB | Proc: 1.0GB
02:14:00 | RAM: 58.4GB | Proc: 1.0GB
02:14:04 | RAM: 58.4GB | Proc: 1.0GB
02:14:11 | RAM: 58.3GB | Proc: 1.0GB
02:14:14 | RAM: 58.1GB | Proc: 1.0GB
02:14:21 | RAM: 58.5GB | Proc: 1.0GB
02:14:25 | RAM: 58.5GB | Proc: 1.0GB
02:14:32 | RAM: 58.3GB | Proc: 1.0GB
02:14:35 | RAM: 58.5GB | Proc: 1.0GB
02:14:42 | RAM: 58.5GB | Proc: 1.0GB
02:14:46 | RAM: 58.4GB | Proc: 1.0GB
02:14:52 | RAM: 58.4GB | Proc: 1.0GB
02:14:56 | RAM: 58.5GB | Proc: 1.0GB
02:15:03 | RAM: 58.5GB | Proc: 1.0GB
02:15:07 | RAM: 58.5GB | Proc: 1.0GB
02:15:14 | RAM: 58.6GB | Proc: 1.0GB
02:15:17 | RAM: 58.4GB | Proc: 1.0GB
02:15:24 | RAM: 58.4GB | Proc: 1.0GB
02:15:28 | RAM: 58.3GB | Proc: 1.0GB
02:15:35 | RAM: 58.5GB | Proc: 1.0GB
02:15:38 | RAM: 58.5GB | Proc: 1.0GB
02:15:45 | RAM: 58.4GB | Proc: 1.0GB
02:15:49 | RAM: 58.6GB | Proc: 1.0GB
02:15:56 | RAM: 58.4GB | Proc: 1.0GB
02:15:59 | RAM: 58.5GB | Proc: 1.0GB
02:16:06 | RAM: 58.6GB | Proc: 1.0GB
02:16:10 | RAM: 58.6GB | Proc: 1.0GB
02:16:16 | RAM: 58.5GB | Proc: 1.0GB
02:16:20 | RAM: 58.3GB | Proc: 1.0GB
02:16:27 | RAM: 58.4GB | Proc: 1.0GB
02:16:30 | RAM: 58.3GB | Proc: 1.0GB
02:16:37 | RAM: 58.4GB | Proc: 1.0GB
02:16:41 | RAM: 58.5GB | Proc: 1.0GB
02:16:48 | RAM: 58.4GB | Proc: 1.0GB
02:16:51 | RAM: 58.5GB | Proc: 1.0GB
02:16:58 | RAM: 58.5GB | Proc: 1.0GB
02:17:01 | RAM: 58.4GB | Proc: 1.0GB
02:17:08 | RAM: 58.4GB | Proc: 1.0GB
02:17:12 | RAM: 58.5GB | Proc: 1.0GB
02:17:19 | RAM: 58.4GB | Proc: 1.0GB
02:17:22 | RAM: 58.4GB | Proc: 1.0GB
02:17:30 | RAM: 58.4GB | Proc: 1.0GB
02:17:33 | RAM: 58.5GB | Proc: 1.0GB
02:17:40 | RAM: 58.3GB | Proc: 1.0GB
02:17:43 | RAM: 58.3GB | Proc: 1.0GB
02:17:50 | RAM: 58.4GB | Proc: 1.0GB
02:17:54 | RAM: 58.2GB | Proc: 1.0GB
02:18:01 | RAM: 58.3GB | Proc: 1.0GB
02:18:04 | RAM: 58.4GB | Proc: 1.0GB
02:18:11 | RAM: 58.3GB | Proc: 1.0GB
02:18:15 | RAM: 58.3GB | Proc: 1.0GB
02:18:22 | RAM: 58.4GB | Proc: 1.0GB
02:18:26 | RAM: 58.4GB | Proc: 1.0GB
02:18:32 | RAM: 58.3GB | Proc: 1.0GB
02:18:36 | RAM: 58.4GB | Proc: 1.0GB
02:18:43 | RAM: 58.3GB | Proc: 1.0GB
02:18:46 | RAM: 58.3GB | Proc: 1.0GB
02:18:53 | RAM: 58.3GB | Proc: 1.0GB
02:18:57 | RAM: 58.3GB | Proc: 1.0GB
02:19:03 | RAM: 58.3GB | Proc: 1.0GB
02:19:08 | RAM: 58.3GB | Proc: 1.0GB
02:19:14 | RAM: 58.3GB | Proc: 1.0GB
02:19:18 | RAM: 58.2GB | Proc: 1.0GB
02:19:24 | RAM: 58.2GB | Proc: 1.0GB
02:19:29 | RAM: 58.1GB | Proc: 1.0GB
02:19:35 | RAM: 58.3GB | Proc: 1.0GB
02:19:39 | RAM: 58.2GB | Proc: 1.0GB
02:19:45 | RAM: 58.2GB | Proc: 1.0GB
02:19:49 | RAM: 58.2GB | Proc: 1.0GB
02:19:55 | RAM: 58.3GB | Proc: 1.0GB
02:20:00 | RAM: 58.3GB | Proc: 1.0GB
02:20:05 | RAM: 58.3GB | Proc: 1.0GB
02:20:11 | RAM: 58.4GB | Proc: 1.0GB
02:20:16 | RAM: 58.2GB | Proc: 1.0GB
02:20:21 | RAM: 58.2GB | Proc: 1.0GB
02:20:26 | RAM: 58.1GB | Proc: 1.0GB
02:20:32 | RAM: 58.2GB | Proc: 1.0GB
02:20:37 | RAM: 58.3GB | Proc: 1.0GB
02:20:42 | RAM: 58.4GB | Proc: 1.0GB
02:20:47 | RAM: 58.5GB | Proc: 1.0GB
02:20:52 | RAM: 58.3GB | Proc: 1.0GB
02:20:58 | RAM: 58.3GB | Proc: 1.0GB
02:21:03 | RAM: 58.4GB | Proc: 1.0GB
02:21:08 | RAM: 58.4GB | Proc: 1.0GB
02:21:13 | RAM: 58.4GB | Proc: 1.0GB
02:21:18 | RAM: 58.3GB | Proc: 1.0GB
02:21:24 | RAM: 58.4GB | Proc: 1.0GB
02:21:29 | RAM: 58.2GB | Proc: 1.0GB
02:21:34 | RAM: 58.3GB | Proc: 1.0GB
02:21:39 | RAM: 58.4GB | Proc: 1.0GB
02:21:44 | RAM: 58.2GB | Proc: 1.0GB
02:21:50 | RAM: 58.2GB | Proc: 1.0GB
02:21:55 | RAM: 58.4GB | Proc: 1.0GB
02:22:00 | RAM: 58.3GB | Proc: 1.0GB
02:22:06 | RAM: 58.2GB | Proc: 1.0GB
02:22:11 | RAM: 58.1GB | Proc: 1.0GB
02:22:16 | RAM: 58.2GB | Proc: 1.0GB
02:22:21 | RAM: 58.2GB | Proc: 1.0GB
02:22:26 | RAM: 58.3GB | Proc: 1.0GB
02:22:32 | RAM: 58.4GB | Proc: 1.0GB
02:22:37 | RAM: 58.3GB | Proc: 1.0GB
02:22:43 | RAM: 58.4GB | Proc: 1.0GB
02:22:47 | RAM: 58.3GB | Proc: 1.0GB
02:22:53 | RAM: 58.2GB | Proc: 1.0GB
02:22:58 | RAM: 58.0GB | Proc: 1.0GB
02:23:04 | RAM: 58.3GB | Proc: 1.0GB
02:23:08 | RAM: 58.3GB | Proc: 1.0GB
02:23:14 | RAM: 58.3GB | Proc: 1.0GB
02:23:19 | RAM: 58.3GB | Proc: 1.0GB
02:23:25 | RAM: 58.3GB | Proc: 1.0GB
02:23:29 | RAM: 58.3GB | Proc: 1.0GB
02:23:35 | RAM: 58.3GB | Proc: 1.0GB
02:23:40 | RAM: 58.4GB | Proc: 1.0GB
02:23:46 | RAM: 58.4GB | Proc: 1.0GB
02:23:50 | RAM: 58.3GB | Proc: 1.0GB
02:23:56 | RAM: 58.5GB | Proc: 1.0GB
02:24:01 | RAM: 58.4GB | Proc: 1.0GB
02:24:07 | RAM: 58.4GB | Proc: 1.0GB
02:24:12 | RAM: 58.3GB | Proc: 1.0GB
02:24:17 | RAM: 58.3GB | Proc: 1.0GB
02:24:22 | RAM: 58.3GB | Proc: 1.0GB
02:24:27 | RAM: 58.2GB | Proc: 1.0GB
02:24:32 | RAM: 58.4GB | Proc: 1.0GB
02:24:38 | RAM: 58.2GB | Proc: 1.0GB
02:24:43 | RAM: 58.2GB | Proc: 1.0GB
02:24:48 | RAM: 58.2GB | Proc: 1.0GB
02:24:53 | RAM: 58.2GB | Proc: 1.0GB
02:24:58 | RAM: 58.2GB | Proc: 1.0GB
02:25:04 | RAM: 58.2GB | Proc: 1.0GB
02:25:09 | RAM: 58.3GB | Proc: 1.0GB
02:25:15 | RAM: 58.3GB | Proc: 1.0GB
02:25:19 | RAM: 58.4GB | Proc: 1.0GB
02:25:25 | RAM: 58.4GB | Proc: 1.0GB
02:25:30 | RAM: 58.3GB | Proc: 1.0GB
02:25:36 | RAM: 58.3GB | Proc: 1.0GB
02:25:40 | RAM: 58.5GB | Proc: 1.0GB
02:25:46 | RAM: 58.4GB | Proc: 1.0GB
02:25:51 | RAM: 58.4GB | Proc: 1.0GB
02:25:57 | RAM: 58.4GB | Proc: 1.0GB
02:26:01 | RAM: 58.4GB | Proc: 1.0GB
02:26:07 | RAM: 58.3GB | Proc: 1.0GB
02:26:11 | RAM: 58.3GB | Proc: 1.0GB
02:26:18 | RAM: 58.5GB | Proc: 1.0GB
02:26:22 | RAM: 58.4GB | Proc: 1.0GB
02:26:29 | RAM: 58.3GB | Proc: 1.0GB
02:26:32 | RAM: 58.6GB | Proc: 1.0GB
02:26:39 | RAM: 58.5GB | Proc: 1.0GB
02:26:43 | RAM: 58.4GB | Proc: 1.0GB
02:26:49 | RAM: 58.5GB | Proc: 1.0GB
02:26:53 | RAM: 58.3GB | Proc: 1.0GB
02:27:00 | RAM: 58.5GB | Proc: 1.0GB
02:27:04 | RAM: 58.3GB | Proc: 1.0GB
02:27:10 | RAM: 58.4GB | Proc: 1.0GB
02:27:14 | RAM: 58.3GB | Proc: 1.0GB
02:27:21 | RAM: 58.3GB | Proc: 1.0GB
02:27:25 | RAM: 58.5GB | Proc: 1.0GB
02:27:32 | RAM: 58.4GB | Proc: 1.0GB
02:27:35 | RAM: 58.5GB | Proc: 1.0GB
02:27:42 | RAM: 58.6GB | Proc: 1.0GB
02:27:46 | RAM: 58.5GB | Proc: 1.0GB
02:27:53 | RAM: 58.5GB | Proc: 1.0GB
02:27:56 | RAM: 58.4GB | Proc: 1.0GB
02:28:03 | RAM: 58.4GB | Proc: 1.0GB
02:28:07 | RAM: 58.4GB | Proc: 1.0GB
02:28:14 | RAM: 58.3GB | Proc: 1.0GB
02:28:17 | RAM: 58.4GB | Proc: 1.0GB
02:28:24 | RAM: 58.2GB | Proc: 1.0GB
02:28:28 | RAM: 58.1GB | Proc: 1.0GB
02:28:35 | RAM: 58.4GB | Proc: 1.0GB
02:28:38 | RAM: 58.4GB | Proc: 1.0GB
02:28:45 | RAM: 58.3GB | Proc: 1.0GB
02:28:48 | RAM: 58.2GB | Proc: 1.0GB
02:28:56 | RAM: 58.3GB | Proc: 1.0GB
02:28:59 | RAM: 58.3GB | Proc: 1.0GB
02:29:06 | RAM: 58.3GB | Proc: 1.0GB
02:29:09 | RAM: 58.4GB | Proc: 1.0GB
02:29:16 | RAM: 58.3GB | Proc: 1.0GB
02:29:20 | RAM: 58.3GB | Proc: 1.0GB
02:29:27 | RAM: 58.5GB | Proc: 1.0GB
02:29:30 | RAM: 58.4GB | Proc: 1.0GB
02:29:37 | RAM: 58.4GB | Proc: 1.0GB
02:29:41 | RAM: 58.3GB | Proc: 1.0GB
02:29:48 | RAM: 58.3GB | Proc: 1.0GB
02:29:51 | RAM: 58.4GB | Proc: 1.0GB
02:29:58 | RAM: 58.3GB | Proc: 1.0GB
02:30:02 | RAM: 58.4GB | Proc: 1.0GB
02:30:08 | RAM: 58.4GB | Proc: 1.0GB
02:30:12 | RAM: 58.4GB | Proc: 1.0GB
02:30:19 | RAM: 58.5GB | Proc: 1.0GB
02:30:23 | RAM: 58.4GB | Proc: 1.0GB
02:30:29 | RAM: 58.3GB | Proc: 1.0GB
02:30:34 | RAM: 58.1GB | Proc: 1.0GB
02:30:40 | RAM: 58.1GB | Proc: 1.0GB
02:30:44 | RAM: 58.3GB | Proc: 1.0GB
02:30:50 | RAM: 58.4GB | Proc: 1.0GB
02:30:55 | RAM: 58.4GB | Proc: 1.0GB
02:31:00 | RAM: 58.3GB | Proc: 1.0GB
02:31:05 | RAM: 58.3GB | Proc: 1.0GB
02:31:11 | RAM: 58.2GB | Proc: 1.0GB
02:31:16 | RAM: 58.2GB | Proc: 1.0GB
02:31:21 | RAM: 58.3GB | Proc: 1.0GB
02:31:26 | RAM: 58.3GB | Proc: 1.0GB
02:31:32 | RAM: 58.3GB | Proc: 1.0GB
02:31:37 | RAM: 58.3GB | Proc: 1.0GB
02:31:42 | RAM: 58.2GB | Proc: 1.0GB
02:31:47 | RAM: 58.4GB | Proc: 1.0GB
02:31:53 | RAM: 58.3GB | Proc: 1.0GB
02:31:58 | RAM: 58.3GB | Proc: 1.0GB
02:32:03 | RAM: 58.5GB | Proc: 1.0GB
02:32:08 | RAM: 58.4GB | Proc: 1.0GB
02:32:14 | RAM: 58.4GB | Proc: 1.0GB
02:32:19 | RAM: 58.5GB | Proc: 1.0GB
02:32:24 | RAM: 58.4GB | Proc: 1.0GB
02:32:29 | RAM: 58.3GB | Proc: 1.0GB
02:32:35 | RAM: 58.2GB | Proc: 1.0GB
02:32:40 | RAM: 58.4GB | Proc: 1.0GB
02:32:46 | RAM: 58.4GB | Proc: 1.0GB
02:32:50 | RAM: 58.3GB | Proc: 1.0GB
02:32:56 | RAM: 58.4GB | Proc: 1.0GB
02:33:01 | RAM: 58.2GB | Proc: 1.0GB
02:33:07 | RAM: 58.4GB | Proc: 1.0GB
02:33:11 | RAM: 58.4GB | Proc: 1.0GB
02:33:17 | RAM: 58.4GB | Proc: 1.0GB
02:33:22 | RAM: 58.3GB | Proc: 1.0GB
02:33:28 | RAM: 58.4GB | Proc: 1.0GB
02:33:33 | RAM: 58.3GB | Proc: 1.0GB
02:33:38 | RAM: 58.3GB | Proc: 1.0GB
02:33:43 | RAM: 58.3GB | Proc: 1.0GB
02:33:48 | RAM: 58.3GB | Proc: 1.0GB
02:33:53 | RAM: 58.2GB | Proc: 1.0GB
02:33:59 | RAM: 58.2GB | Proc: 1.0GB
02:34:04 | RAM: 58.4GB | Proc: 1.0GB
02:34:09 | RAM: 58.3GB | Proc: 1.0GB
02:34:15 | RAM: 58.2GB | Proc: 1.0GB
02:34:20 | RAM: 58.2GB | Proc: 1.0GB
02:34:25 | RAM: 58.2GB | Proc: 1.0GB
02:34:30 | RAM: 58.3GB | Proc: 1.0GB
02:34:36 | RAM: 58.3GB | Proc: 1.0GB
02:34:40 | RAM: 58.3GB | Proc: 1.0GB
02:34:46 | RAM: 58.1GB | Proc: 1.0GB
02:34:51 | RAM: 58.2GB | Proc: 1.0GB
02:34:57 | RAM: 58.2GB | Proc: 1.0GB
02:35:01 | RAM: 58.3GB | Proc: 1.0GB
02:35:08 | RAM: 58.2GB | Proc: 1.0GB
02:35:11 | RAM: 58.5GB | Proc: 1.0GB
02:35:18 | RAM: 58.4GB | Proc: 1.0GB
02:35:21 | RAM: 58.4GB | Proc: 1.0GB
02:35:29 | RAM: 58.4GB | Proc: 1.0GB
02:35:32 | RAM: 58.4GB | Proc: 1.0GB
02:35:39 | RAM: 58.2GB | Proc: 1.0GB
02:35:42 | RAM: 58.2GB | Proc: 1.0GB
02:35:50 | RAM: 58.4GB | Proc: 1.0GB
02:35:53 | RAM: 58.4GB | Proc: 1.0GB
02:36:00 | RAM: 58.3GB | Proc: 1.0GB
02:36:03 | RAM: 58.4GB | Proc: 1.0GB
02:36:10 | RAM: 58.2GB | Proc: 1.0GB
02:36:14 | RAM: 58.2GB | Proc: 1.0GB
02:36:21 | RAM: 58.3GB | Proc: 1.0GB
02:36:24 | RAM: 58.3GB | Proc: 1.0GB
02:36:31 | RAM: 58.3GB | Proc: 1.0GB
02:36:35 | RAM: 58.2GB | Proc: 1.0GB
02:36:42 | RAM: 58.3GB | Proc: 1.0GB
02:36:46 | RAM: 58.3GB | Proc: 1.0GB
02:36:52 | RAM: 58.2GB | Proc: 1.0GB
02:36:56 | RAM: 58.4GB | Proc: 1.0GB
02:37:02 | RAM: 58.4GB | Proc: 1.0GB
